player,team,league,season,position,age,minutes,team_possession_pct,psxg_net_per90,save_pct,pass_completion_pct,passes_completed_long_pct,def_actions_outside_pen_per90,crosses_stopped_pct,avg_dist_def_actions,progressive_passes_per90,progressive_passing_distance_per90,passes_into_final_third_per90,progressive_carries_per90,take_on_success_pct,padj_tackles_per90,padj_interceptions_per90,ball_recoveries_per90,blocks_per90,aerial_win_pct,tackle_win_pct,xAG_per90,sca_per90,key_passes_per90,passes_into_penalty_area_per90,take_ons_attempted_per90,tackles_att_3rd_per90,npxG_per90,shots_total_per90,touches_att_pen_per90,carries_into_penalty_area_per90,shots_on_target_pct
Alex Berenguer,Athletic Club,La Liga,2024/25,W,28,2608,50.8,,,,,,,,4.23,,,4.3,50.3,0.87,1.06,2.08,,,,0.4,5.24,2.1,,4.95,1.06,0.38,2.06,4.45,1.18,
Alvaro Djalo,Athletic Club,La Liga,2025/26,W,24,505,50.8,,,,,,,,5.85,,,5.2,50.1,1.13,1.22,4.4,,,,0.34,2.86,1.39,,7.03,0.65,0.36,3.33,3.96,2.83,
Alvaro Djalo,Athletic Club,La Liga,2024/25,W,23,900,50.8,,,,,,,,5.62,,,4.99,48.1,1.08,1.17,4.22,,,,0.33,2.75,1.33,,6.75,0.62,0.35,3.2,3.8,2.72,
Gorka Guruzeta,Athletic Club,La Liga,2025/26,ST,28,1092,50.8,,,77.4,,,,,,,,,,0.4,,3.21,,31.2,,0.22,3.11,1.83,,,0.18,0.38,3.66,6.27,0.99,43.5
Gorka Guruzeta,Athletic Club,La Liga,2024/25,ST,27,1092,50.8,,,78.9,,,,,,,,,,0.41,,3.27,,31.8,,0.22,3.17,1.87,,,0.18,0.39,3.73,6.4,1.01,44.4
Javier Marton,Athletic Club,La Liga,2025/26,ST,25,732,50.8,,,70.6,,,,,,,,,,1.5,,1.48,,37.0,,0.07,2.39,0.86,,,0.39,0.53,4.46,8.33,1.91,44.3
Javier Marton,Athletic Club,La Liga,2024/25,ST,24,900,50.8,,,72.0,,,,,,,,,,1.53,,1.51,,37.7,,0.07,2.44,0.88,,,0.4,0.54,4.55,8.5,1.95,45.2
Ederson,Manchester City,Premier League,2025/26,GK,31,2800,66.2,-0.08,69.2,75.7,49.1,1.61,10.7,13.2,,,,,,,,,,,,,,,,,,,,,,
Ederson,Manchester City,Premier League,2024/25,GK,30,2800,66.2,0.0,72.7,79.5,51.6,1.69,11.2,13.86,,,,,,,,,,,,,,,,,,,,,,
Stefan Ortega,Manchester City,Premier League,2025/26,GK,32,900,66.2,-0.25,67.9,74.1,51.5,2.2,3.7,14.3,,,,,,,,,,,,,,,,,,,,,,
Stefan Ortega,Manchester City,Premier League,2024/25,GK,31,900,66.2,0.0,71.3,77.8,54.1,2.31,10.0,15.02,,,,,,,,,,,,,,,,,,,,,,
Ruben Dias,Manchester City,Premier League,2025/26,CB,27,2700,66.2,,,91.2,,,,,5.7,251.4,2.69,1.32,72.2,2.91,1.67,5.08,2.3,70.0,76.3,,,,,,,,,,,
Ruben Dias,Manchester City,Premier League,2024/25,CB,26,2700,66.2,,,93.0,,,,,5.81,256.43,2.74,1.35,73.6,2.97,1.7,5.18,2.35,71.4,77.8,,,,,,,,,,,
Manuel Akanji,Manchester City,Premier League,2025/26,CB,29,2600,66.2,,,82.6,,,,,2.49,430.5,3.78,0.84,41.1,1.18,1.48,7.02,1.1,53.6,84.4,,,,,,,,,,,
Manuel Akanji,Manchester City,Premier League,2024/25,CB,28,2600,66.2,,,84.3,,,,,2.54,439.11,3.86,0.86,41.9,1.2,1.51,7.16,1.12,54.7,86.1,,,,,,,,,,,
Nathan Ake,Manchester City,Premier League,2025/26,CB,29,2100,66.2,,,85.0,,,,,4.58,295.6,1.65,0.36,54.2,3.4,2.2,7.67,2.26,61.0,78.9,,,,,,,,,,,
Nathan Ake,Manchester City,Premier League,2024/25,CB,28,2100,66.2,,,86.7,,,,,4.67,301.51,1.68,0.37,55.3,3.47,2.24,7.82,2.31,62.2,80.5,,,,,,,,,,,
John Stones,Manchester City,Premier League,2025/26,CB,30,1800,66.2,,,83.1,,,,,3.28,237.4,3.57,1.01,79.0,1.38,2.73,6.38,2.36,58.6,59.7,,,,,,,,,,,
John Stones,Manchester City,Premier League,2024/25,CB,29,1800,66.2,,,84.8,,,,,3.35,242.15,3.64,1.03,80.6,1.41,2.78,6.51,2.41,59.8,60.9,,,,,,,,,,,
Josko Gvardiol,Manchester City,Premier League,2025/26,FB,23,2700,66.2,,,73.2,,,,,5.12,,2.67,1.78,67.6,1.56,1.96,6.95,,41.6,,0.13,2.43,0.6,0.92,2.41,0.56,,,,,
Josko Gvardiol,Manchester City,Premier League,2024/25,FB,22,2700,66.2,,,70.3,,,,,4.92,,2.56,1.71,64.9,1.5,1.88,6.67,,39.9,,0.12,2.33,0.58,0.88,2.31,0.54,,,,,
Kyle Walker,Manchester City,Premier League,2025/26,FB,34,2200,66.2,,,78.4,,,,,5.99,,2.77,1.15,66.3,2.89,1.47,5.2,,53.7,,0.21,2.57,0.68,0.94,1.31,0.24,,,,,
Kyle Walker,Manchester City,Premier League,2024/25,FB,33,2200,66.2,,,82.3,,,,,6.29,,2.91,1.21,69.6,3.03,1.54,5.46,,56.4,,0.22,2.7,0.71,0.99,1.38,0.25,,,,,
Rico Lewis,Manchester City,Premier League,2025/26,FB,20,1500,66.2,,,82.8,,,,,5.94,,5.78,1.82,52.7,2.02,2.45,7.54,,63.5,,0.22,1.5,0.74,1.06,1.49,0.18,,,,,
Rico Lewis,Manchester City,Premier League,2024/25,FB,19,1275,66.2,,,76.2,,,,,5.46,,5.32,1.67,48.5,1.86,2.25,6.94,,58.4,,0.2,1.38,0.68,0.98,1.37,0.17,,,,,
Rodri,Manchester City,Premier League,2025/26,CM,28,3000,66.2,,,93.6,,,,,10.45,,10.85,3.85,74.0,2.95,1.95,9.45,1.65,71.5,,0.18,4.45,1.65,1.85,,,0.19,,,,
Rodri,Manchester City,Premier League,2024/25,CM,27,3000,66.2,,,95.5,,,,,10.66,,11.07,3.93,75.5,3.01,1.99,9.64,1.68,72.9,,0.18,4.54,1.68,1.89,,,0.19,,,,
Kevin De Bruyne,Manchester City,Premier League,2025/26,CM,33,2100,66.2,,,82.7,,,,,7.73,,6.13,2.0,66.2,3.43,2.09,7.8,1.46,57.5,,0.09,3.34,1.12,0.54,,,0.08,,,,
Kevin De Bruyne,Manchester City,Premier League,2024/25,CM,32,2100,66.2,,,86.8,,,,,8.12,,6.44,2.1,69.5,3.6,2.19,8.19,1.53,60.4,,0.09,3.51,1.18,0.57,,,0.08,,,,
Bernardo Silva,Manchester City,Premier League,2025/26,CM,30,2600,66.2,,,78.3,,,,,5.03,,7.77,3.34,65.6,2.86,1.32,7.9,1.54,51.2,,0.28,2.25,1.83,1.62,,,0.22,,,,
Bernardo Silva,Manchester City,Premier League,2024/25,CM,29,2600,66.2,,,79.9,,,,,5.13,,7.93,3.41,66.9,2.92,1.35,8.06,1.57,52.2,,0.29,2.29,1.87,1.65,,,0.22,,,,
Mateo Kovacic,Manchester City,Premier League,2025/26,CM,30,2000,66.2,,,75.9,,,,,4.49,,6.07,3.64,74.4,3.75,1.29,8.14,1.31,53.3,,0.22,2.13,1.23,1.7,,,0.15,,,,
Mateo Kovacic,Manchester City,Premier League,2024/25,CM,29,2000,66.2,,,77.4,,,,,4.58,,6.19,3.71,75.9,3.83,1.32,8.3,1.34,54.4,,0.22,2.17,1.25,1.73,,,0.15,,,,
Ilkay Gundogan,Manchester City,Premier League,2025/26,CM,34,1800,66.2,,,91.7,,,,,4.07,,6.6,1.14,62.3,3.36,1.77,5.45,1.4,63.0,,0.2,3.02,0.84,0.92,,,0.24,,,,
Ilkay Gundogan,Manchester City,Premier League,2024/25,CM,33,1800,66.2,,,96.3,,,,,4.27,,6.93,1.2,65.4,3.53,1.86,5.72,1.47,66.2,,0.21,3.17,0.88,0.97,,,0.25,,,,
Matheus Nunes,Manchester City,Premier League,2025/26,CM,26,1200,66.2,,,90.2,,,,,9.95,,6.48,1.42,52.3,2.58,2.1,6.64,0.9,46.1,,0.23,3.77,1.99,1.13,,,0.17,,,,
Matheus Nunes,Manchester City,Premier League,2024/25,CM,25,1200,66.2,,,92.0,,,,,10.15,,6.61,1.45,53.3,2.63,2.14,6.77,0.92,47.0,,0.23,3.85,2.03,1.15,,,0.17,,,,
Phil Foden,Manchester City,Premier League,2025/26,W,24,2800,66.2,,,,,,,,5.74,,,4.72,38.5,2.36,0.71,5.59,,,,0.33,5.32,1.47,,6.23,0.33,0.29,2.98,3.63,3.44,
Phil Foden,Manchester City,Premier League,2024/25,W,23,2800,66.2,,,,,,,,5.51,,,4.53,37.0,2.27,0.68,5.37,,,,0.32,5.11,1.41,,5.98,0.32,0.28,2.86,3.48,3.3,
Jeremy Doku,Manchester City,Premier League,2025/26,W,22,2100,66.2,,,,,,,,4.71,,,3.09,40.9,1.73,1.43,4.84,,,,0.34,2.93,2.13,,6.71,0.93,0.19,2.44,3.4,2.4,
Jeremy Doku,Manchester City,Premier League,2024/25,W,21,2100,66.2,,,,,,,,4.52,,,2.97,39.3,1.66,1.37,4.65,,,,0.33,2.81,2.04,,6.44,0.89,0.18,2.34,3.26,2.3,
Jack Grealish,Manchester City,Premier League,2025/26,W,29,1900,66.2,,,,,,,,3.49,,,4.09,64.3,1.32,1.04,5.66,,,,0.2,2.74,2.86,,6.06,0.68,0.34,3.71,3.93,2.84,
Jack Grealish,Manchester City,Premier League,2024/25,W,28,1900,66.2,,,,,,,,3.56,,,4.17,65.6,1.35,1.06,5.77,,,,0.2,2.79,2.92,,6.18,0.69,0.35,3.78,4.01,2.9,
Savinho,Manchester City,Premier League,2025/26,W,20,1600,66.2,,,,,,,,2.32,,,5.32,47.6,1.94,0.8,5.97,,,,0.2,3.76,1.35,,3.45,0.27,0.2,3.05,3.28,2.31,
Savinho,Manchester City,Premier League,2024/25,W,19,1360,66.2,,,,,,,,2.13,,,4.89,43.8,1.78,0.74,5.49,,,,0.18,3.46,1.24,,3.17,0.25,0.18,2.81,3.02,2.13,
Erling Haaland,Manchester City,Premier League,2025/26,ST,24,2900,66.2,,,76.5,,,,,,,,,,0.55,,2.45,,58.0,,0.14,2.85,1.1,,,0.45,0.89,4.45,9.65,1.65,56.5
Erling Haaland,Manchester City,Premier League,2024/25,ST,23,2900,66.2,,,73.4,,,,,,,,,,0.53,,2.35,,55.7,,0.13,2.74,1.06,,,0.43,0.85,4.27,9.26,1.58,54.2
David Raya,Arsenal,Premier League,2025/26,GK,29,3100,59.8,0.03,68.7,57.2,52.3,1.89,6.6,13.4,,,,,,,,,,,,,,,,,,,,,,
David Raya,Arsenal,Premier League,2024/25,GK,28,3100,59.8,0.03,70.1,58.3,53.3,1.93,10.0,13.67,,,,,,,,,,,,,,,,,,,,,,
Neto,Arsenal,Premier League,2025/26,GK,35,500,59.8,-0.04,65.7,49.7,36.4,2.41,3.1,15.8,,,,,,,,,,,,,,,,,,,,,,
Neto,Arsenal,Premier League,2024/25,GK,34,900,59.8,0.0,69.0,52.2,38.2,2.53,10.0,16.59,,,,,,,,,,,,,,,,,,,,,,
William Saliba,Arsenal,Premier League,2025/26,CB,23,3300,59.8,,,76.6,,,,,4.47,246.2,1.26,0.81,70.9,3.27,2.69,7.11,1.2,74.8,82.5,,,,,,,,,,,
William Saliba,Arsenal,Premier League,2024/25,CB,22,3300,59.8,,,73.5,,,,,4.29,236.35,1.21,0.78,68.1,3.14,2.58,6.83,1.15,71.8,79.2,,,,,,,,,,,
Gabriel Magalhaes,Arsenal,Premier League,2025/26,CB,27,3200,59.8,,,93.1,,,,,5.47,379.9,1.55,0.41,60.7,3.06,2.09,7.25,0.98,71.7,55.1,,,,,,,,,,,
Gabriel Magalhaes,Arsenal,Premier League,2024/25,CB,26,3200,59.8,,,95.0,,,,,5.58,387.5,1.58,0.42,61.9,3.12,2.13,7.4,1.0,73.1,56.2,,,,,,,,,,,
Jakub Kiwior,Arsenal,Premier League,2025/26,CB,24,1200,59.8,,,90.0,,,,,2.86,377.8,3.06,0.66,59.8,2.39,2.5,5.8,2.02,59.7,57.6,,,,,,,,,,,
Jakub Kiwior,Arsenal,Premier League,2024/25,CB,23,1200,59.8,,,86.4,,,,,2.75,362.69,2.94,0.63,57.4,2.29,2.4,5.57,1.94,57.3,55.3,,,,,,,,,,,
Riccardo Calafiori,Arsenal,Premier League,2025/26,FB,22,2100,59.8,,,75.3,,,,,5.81,,5.46,3.74,65.9,2.35,1.24,6.51,,54.1,,0.08,1.47,1.07,2.2,1.51,0.34,,,,,
Riccardo Calafiori,Arsenal,Premier League,2024/25,FB,21,2100,59.8,,,72.3,,,,,5.58,,5.24,3.59,63.3,2.26,1.19,6.25,,51.9,,0.08,1.41,1.03,2.11,1.45,0.33,,,,,
Ben White,Arsenal,Premier League,2025/26,FB,27,2800,59.8,,,81.3,,,,,6.01,,4.42,3.42,54.9,3.75,2.22,5.04,,62.6,,0.12,2.95,1.66,0.76,1.52,0.24,,,,,
Ben White,Arsenal,Premier League,2024/25,FB,26,2800,59.8,,,82.9,,,,,6.13,,4.51,3.49,56.0,3.83,2.26,5.14,,63.9,,0.12,3.01,1.69,0.78,1.55,0.24,,,,,
Oleksandr Zinchenko,Arsenal,Premier League,2025/26,FB,28,1500,59.8,,,80.9,,,,,5.48,,2.45,2.25,54.4,1.74,1.4,4.74,,41.7,,0.07,3.45,1.08,0.95,2.74,0.58,,,,,
Oleksandr Zinchenko,Arsenal,Premier League,2024/25,FB,27,1500,59.8,,,82.5,,,,,5.59,,2.5,2.29,55.5,1.77,1.43,4.83,,42.5,,0.07,3.52,1.1,0.97,2.79,0.59,,,,,
Jurrien Timber,Arsenal,Premier League,2025/26,FB,23,1900,59.8,,,74.8,,,,,3.68,,5.42,1.78,66.9,2.18,1.84,7.47,,49.6,,0.14,2.09,0.72,1.19,2.55,0.15,,,,,
Jurrien Timber,Arsenal,Premier League,2024/25,FB,22,1900,59.8,,,71.8,,,,,3.53,,5.2,1.71,64.2,2.09,1.77,7.17,,47.6,,0.13,2.01,0.69,1.14,2.45,0.14,,,,,
Takehiro Tomiyasu,Arsenal,Premier League,2025/26,FB,26,1100,59.8,,,73.3,,,,,3.15,,2.47,3.13,57.3,3.6,1.88,4.62,,55.1,,0.23,1.01,0.8,1.28,2.47,0.52,,,,,
Takehiro Tomiyasu,Arsenal,Premier League,2024/25,FB,25,1100,59.8,,,74.8,,,,,3.21,,2.52,3.19,58.4,3.67,1.92,4.71,,56.2,,0.23,1.03,0.82,1.31,2.52,0.53,,,,,
Declan Rice,Arsenal,Premier League,2025/26,CM,26,3200,59.8,,,77.9,,,,,9.53,,7.0,1.04,51.7,2.88,1.74,7.12,1.96,40.9,,0.28,2.15,1.48,1.31,,,0.22,,,,
Declan Rice,Arsenal,Premier League,2024/25,CM,25,3200,59.8,,,79.5,,,,,9.72,,7.14,1.06,52.7,2.94,1.77,7.26,2.0,41.7,,0.29,2.19,1.51,1.34,,,0.22,,,,
Martin Odegaard,Arsenal,Premier League,2025/26,CM,26,3100,59.8,,,87.7,,,,,5.8,,5.91,2.67,57.3,4.26,1.56,7.68,1.06,54.2,,0.27,3.28,1.5,0.66,,,0.2,,,,
Martin Odegaard,Arsenal,Premier League,2024/25,CM,25,3100,59.8,,,89.5,,,,,5.92,,6.03,2.72,58.4,4.35,1.59,7.83,1.08,55.3,,0.28,3.35,1.53,0.67,,,0.2,,,,
Thomas Partey,Arsenal,Premier League,2025/26,CM,31,1800,59.8,,,86.7,,,,,5.33,,7.85,2.08,62.5,3.85,1.95,7.4,1.45,50.7,,0.18,1.72,1.89,0.74,,,0.22,,,,
Thomas Partey,Arsenal,Premier League,2024/25,CM,30,1800,59.8,,,91.0,,,,,5.6,,8.24,2.18,65.6,4.04,2.05,7.77,1.52,53.2,,0.19,1.81,1.98,0.78,,,0.23,,,,
Jorginho,Arsenal,Premier League,2025/26,CM,33,1400,59.8,,,81.3,,,,,7.06,,3.01,3.33,71.9,2.72,1.43,6.22,1.06,46.8,,0.12,2.7,1.99,1.24,,,0.15,,,,
Jorginho,Arsenal,Premier League,2024/25,CM,32,1400,59.8,,,85.4,,,,,7.41,,3.16,3.5,75.5,2.86,1.5,6.53,1.11,49.1,,0.13,2.84,2.09,1.3,,,0.16,,,,
Mikel Merino,Arsenal,Premier League,2025/26,CM,28,1900,59.8,,,81.2,,,,,8.56,,6.88,2.03,57.6,3.06,1.96,5.34,1.03,53.3,,0.2,3.02,1.74,1.31,,,0.21,,,,
Mikel Merino,Arsenal,Premier League,2024/25,CM,27,1900,59.8,,,82.8,,,,,8.73,,7.02,2.07,58.8,3.12,2.0,5.45,1.05,54.4,,0.2,3.08,1.77,1.34,,,0.21,,,,
Bukayo Saka,Arsenal,Premier League,2025/26,W,23,3100,59.8,,,,,,,,5.65,,,7.45,56.0,2.15,0.95,5.65,,,,0.46,6.45,2.85,,6.95,1.15,0.45,3.25,8.1,4.25,
Bukayo Saka,Arsenal,Premier League,2024/25,W,22,3100,59.8,,,,,,,,5.42,,,7.15,53.8,2.06,0.91,5.42,,,,0.44,6.19,2.74,,6.67,1.1,0.43,3.12,7.78,4.08,
Gabriel Martinelli,Arsenal,Premier League,2025/26,W,23,2400,59.8,,,,,,,,2.43,,,5.17,40.3,2.09,0.54,3.14,,,,0.16,3.06,2.35,,6.71,0.25,0.34,3.36,7.08,3.05,
Gabriel Martinelli,Arsenal,Premier League,2024/25,W,22,2400,59.8,,,,,,,,2.33,,,4.96,38.7,2.01,0.52,3.01,,,,0.15,2.94,2.26,,6.44,0.24,0.33,3.23,6.8,2.93,
Leandro Trossard,Arsenal,Premier League,2025/26,W,30,2100,59.8,,,,,,,,2.37,,,5.2,46.6,2.24,1.13,5.62,,,,0.32,3.92,2.38,,5.26,0.52,0.38,2.75,7.99,1.89,
Leandro Trossard,Arsenal,Premier League,2024/25,W,29,2100,59.8,,,,,,,,2.42,,,5.3,47.5,2.28,1.15,5.73,,,,0.33,4.0,2.43,,5.37,0.53,0.39,2.81,8.15,1.93,
Raheem Sterling,Arsenal,Premier League,2025/26,W,30,1200,59.8,,,,,,,,5.9,,,6.56,62.1,2.39,0.67,5.25,,,,0.34,5.12,2.01,,4.82,0.88,0.25,2.01,4.98,2.41,
Raheem Sterling,Arsenal,Premier League,2024/25,W,29,1200,59.8,,,,,,,,6.02,,,6.69,63.3,2.44,0.68,5.36,,,,0.35,5.22,2.05,,4.92,0.9,0.26,2.05,5.08,2.46,
Kai Havertz,Arsenal,Premier League,2025/26,ST,25,2900,59.8,,,68.6,,,,,,,,,,0.76,,3.23,,43.0,,0.07,1.62,0.74,,,0.22,0.3,2.73,6.8,1.1,30.4
Kai Havertz,Arsenal,Premier League,2024/25,ST,24,2900,59.8,,,70.0,,,,,,,,,,0.78,,3.29,,43.9,,0.07,1.65,0.75,,,0.22,0.31,2.78,6.94,1.12,31.0
Gabriel Jesus,Arsenal,Premier League,2025/26,ST,27,1600,59.8,,,80.1,,,,,,,,,,1.45,,3.44,,57.8,,0.07,2.25,1.43,,,0.25,0.46,3.89,5.8,1.35,47.3
Gabriel Jesus,Arsenal,Premier League,2024/25,ST,26,1600,59.8,,,81.7,,,,,,,,,,1.48,,3.51,,59.0,,0.07,2.29,1.46,,,0.26,0.47,3.97,5.92,1.38,48.2
Alisson,Liverpool,Premier League,2025/26,GK,32,2900,61.5,0.38,81.5,86.0,56.5,1.95,8.4,18.2,,,,,,,,,,,,,,,,,,,,,,
Alisson,Liverpool,Premier League,2024/25,GK,31,2900,61.5,0.4,85.6,90.3,59.3,2.05,10.0,19.11,,,,,,,,,,,,,,,,,,,,,,
Caoimhin Kelleher,Liverpool,Premier League,2025/26,GK,26,700,61.5,-0.16,77.7,43.9,30.8,1.62,3.2,16.8,,,,,,,,,,,,,,,,,,,,,,
Caoimhin Kelleher,Liverpool,Premier League,2024/25,GK,25,900,61.5,0.0,79.3,44.8,31.4,1.65,10.0,17.14,,,,,,,,,,,,,,,,,,,,,,
Virgil van Dijk,Liverpool,Premier League,2025/26,CB,33,3100,61.5,,,79.8,,,,,3.02,264.9,2.96,0.5,79.7,2.62,2.19,4.07,1.38,73.3,63.0,,,,,,,,,,,
Virgil van Dijk,Liverpool,Premier League,2024/25,CB,32,3100,61.5,,,83.8,,,,,3.17,278.14,3.11,0.53,83.7,2.75,2.3,4.27,1.45,77.0,66.2,,,,,,,,,,,
Ibrahima Konate,Liverpool,Premier League,2025/26,CB,25,2500,61.5,,,91.4,,,,,5.31,200.9,3.84,0.26,71.5,2.78,1.18,4.18,1.76,67.6,60.5,,,,,,,,,,,
Ibrahima Konate,Liverpool,Premier League,2024/25,CB,24,2500,61.5,,,93.2,,,,,5.42,204.92,3.92,0.27,72.9,2.84,1.2,4.26,1.8,69.0,61.7,,,,,,,,,,,
Jarell Quansah,Liverpool,Premier League,2025/26,CB,22,1400,61.5,,,80.7,,,,,4.55,376.9,1.14,0.77,66.3,3.3,2.33,6.61,1.2,78.1,62.6,,,,,,,,,,,
Jarell Quansah,Liverpool,Premier League,2024/25,CB,21,1400,61.5,,,77.5,,,,,4.37,361.82,1.09,0.74,63.6,3.17,2.24,6.35,1.15,75.0,60.1,,,,,,,,,,,
Joe Gomez,Liverpool,Premier League,2025/26,CB,27,1800,61.5,,,77.5,,,,,2.19,386.7,3.63,0.92,73.1,1.52,1.21,7.17,1.64,68.9,69.2,,,,,,,,,,,
Joe Gomez,Liverpool,Premier League,2024/25,CB,26,1800,61.5,,,79.0,,,,,2.23,394.43,3.7,0.94,74.6,1.55,1.23,7.31,1.67,70.3,70.6,,,,,,,,,,,
Trent Alexander-Arnold,Liverpool,Premier League,2025/26,FB,26,2900,61.5,,,84.0,,,,,6.06,,2.07,1.87,69.6,3.78,2.34,6.98,,41.9,,0.24,2.7,1.19,2.28,2.01,0.52,,,,,
Trent Alexander-Arnold,Liverpool,Premier League,2024/25,FB,25,2900,61.5,,,85.7,,,,,6.18,,2.11,1.91,71.0,3.86,2.39,7.12,,42.7,,0.24,2.75,1.21,2.33,2.05,0.53,,,,,
Andrew Robertson,Liverpool,Premier League,2025/26,FB,30,2600,61.5,,,85.1,,,,,5.08,,3.05,3.4,52.0,2.19,2.26,7.44,,49.6,,0.15,2.79,1.51,2.29,0.79,0.55,,,,,
Andrew Robertson,Liverpool,Premier League,2024/25,FB,29,2600,61.5,,,86.8,,,,,5.18,,3.11,3.47,53.0,2.23,2.31,7.59,,50.6,,0.15,2.85,1.54,2.34,0.81,0.56,,,,,
Kostas Tsimikas,Liverpool,Premier League,2025/26,FB,28,1200,61.5,,,71.6,,,,,7.23,,4.52,3.36,65.1,3.45,1.9,4.52,,41.5,,0.07,1.41,1.84,1.63,2.39,0.49,,,,,
Kostas Tsimikas,Liverpool,Premier League,2024/25,FB,27,1200,61.5,,,73.0,,,,,7.37,,4.61,3.43,66.4,3.52,1.94,4.61,,42.3,,0.07,1.44,1.88,1.66,2.44,0.5,,,,,
Conor Bradley,Liverpool,Premier League,2025/26,FB,21,1400,61.5,,,73.9,,,,,3.63,,5.55,1.09,62.0,1.74,2.35,4.18,,50.0,,0.13,1.81,1.69,1.95,2.59,0.14,,,,,
Conor Bradley,Liverpool,Premier League,2024/25,FB,20,1400,61.5,,,68.0,,,,,3.34,,5.11,1.0,57.0,1.6,2.16,3.85,,46.0,,0.12,1.67,1.55,1.79,2.38,0.13,,,,,
Alexis Mac Allister,Liverpool,Premier League,2025/26,CM,26,2900,61.5,,,88.0,,,,,5.6,,3.59,1.32,61.5,2.81,1.46,6.47,0.82,48.8,,0.24,3.32,1.76,1.4,,,0.11,,,,
Alexis Mac Allister,Liverpool,Premier League,2024/25,CM,25,2900,61.5,,,89.8,,,,,5.71,,3.66,1.35,62.7,2.87,1.49,6.6,0.84,49.8,,0.24,3.39,1.8,1.43,,,0.11,,,,
Dominik Szoboszlai,Liverpool,Premier League,2025/26,CM,24,2700,61.5,,,86.1,,,,,9.74,,5.77,1.1,64.5,3.85,2.18,5.91,0.8,52.6,,0.06,2.97,1.28,2.05,,,0.21,,,,
Dominik Szoboszlai,Liverpool,Premier League,2024/25,CM,23,2700,61.5,,,82.7,,,,,9.35,,5.54,1.06,61.9,3.7,2.09,5.67,0.77,50.5,,0.06,2.85,1.23,1.97,,,0.2,,,,
Ryan Gravenberch,Liverpool,Premier League,2025/26,CM,22,2500,61.5,,,77.1,,,,,5.38,,3.05,3.09,49.1,2.67,1.18,7.37,1.45,50.6,,0.21,2.01,2.43,0.91,,,0.05,,,,
Ryan Gravenberch,Liverpool,Premier League,2024/25,CM,21,2500,61.5,,,74.0,,,,,5.16,,2.93,2.97,47.1,2.56,1.13,7.08,1.39,48.6,,0.2,1.93,2.33,0.87,,,0.05,,,,
Curtis Jones,Liverpool,Premier League,2025/26,CM,24,1800,61.5,,,84.7,,,,,6.0,,4.11,1.38,70.9,3.81,1.96,7.96,0.88,61.1,,0.23,1.68,1.88,1.33,,,0.14,,,,
Curtis Jones,Liverpool,Premier League,2024/25,CM,23,1800,61.5,,,81.3,,,,,5.76,,3.95,1.32,68.1,3.66,1.88,7.64,0.84,58.7,,0.22,1.61,1.8,1.28,,,0.13,,,,
Harvey Elliott,Liverpool,Premier League,2025/26,CM,21,1600,61.5,,,83.3,,,,,6.01,,7.45,2.16,49.7,4.33,1.68,7.08,1.62,41.7,,0.29,2.84,2.24,0.8,,,0.1,,,,
Harvey Elliott,Liverpool,Premier League,2024/25,CM,20,1600,61.5,,,76.6,,,,,5.53,,6.85,1.99,45.7,3.98,1.55,6.51,1.49,38.4,,0.27,2.61,2.06,0.74,,,0.09,,,,
Wataru Endo,Liverpool,Premier League,2025/26,CM,32,1200,61.5,,,76.3,,,,,6.14,,7.31,2.54,70.6,2.36,2.37,8.46,1.26,64.7,,0.2,2.93,1.3,2.22,,,0.09,,,,
Wataru Endo,Liverpool,Premier League,2024/25,CM,31,1200,61.5,,,80.1,,,,,6.45,,7.68,2.67,74.1,2.48,2.49,8.88,1.32,67.9,,0.21,3.08,1.37,2.33,,,0.09,,,,
Mohamed Salah,Liverpool,Premier League,2025/26,W,32,3000,61.5,,,,,,,,5.85,,,6.45,48.0,1.25,0.45,4.45,,,,0.48,6.25,2.85,,5.85,0.75,0.66,3.95,8.95,4.1,
Mohamed Salah,Liverpool,Premier League,2024/25,W,31,3000,61.5,,,,,,,,6.14,,,6.77,50.4,1.31,0.47,4.67,,,,0.5,6.56,2.99,,6.14,0.79,0.69,4.15,9.4,4.3,
Luis Diaz,Liverpool,Premier League,2025/26,W,28,2600,61.5,,,,,,,,4.2,,,3.71,41.0,2.38,0.94,4.08,,,,0.28,3.02,1.7,,3.66,0.44,0.34,3.66,5.0,1.1,
Luis Diaz,Liverpool,Premier League,2024/25,W,27,2600,61.5,,,,,,,,4.28,,,3.78,41.8,2.43,0.96,4.16,,,,0.29,3.08,1.73,,3.73,0.45,0.35,3.73,5.1,1.12,
Cody Gakpo,Liverpool,Premier League,2025/26,W,25,2200,61.5,,,,,,,,2.22,,,4.12,51.9,1.73,0.55,4.97,,,,0.32,3.88,2.44,,2.82,0.63,0.39,3.5,5.86,3.5,
Cody Gakpo,Liverpool,Premier League,2024/25,W,24,2200,61.5,,,,,,,,2.26,,,4.2,52.9,1.76,0.56,5.07,,,,0.33,3.96,2.49,,2.88,0.64,0.4,3.57,5.98,3.57,
Federico Chiesa,Liverpool,Premier League,2025/26,W,27,1200,61.5,,,,,,,,2.91,,,4.68,48.4,2.09,0.46,3.96,,,,0.27,4.86,1.88,,4.43,0.54,0.31,3.23,5.57,2.13,
